Identificador de persona,Identificador de hogar,Area,Sexo,Edad,Seguro Social - Alternativa 1,Seguro Social - Alternativa 2,Estado civil,Nivel de instrucción,Nivel de instrucción.1,Cómo se considera,Condición de inactividad,Categoría de ocupación,Cuántos años trabaja,Condición de actividad,Ingreso Laboral,Grupo de Ocupación CIUO8 (población ocupada de 15 años y más),Rama de Actividad CIIU4 (población ocupada de 15 años y más),Ingreso per cápita,Pobreza,Extrema Pobreza,Forma de tenencia de la vivienda,"Con relación al mes anterior, la situación económica de su hogar es:",Cómo cree usted que será la situación económica de su hogar dentro de los próximos 3 meses:,Planea usted o algún miembro del hogar adquirir un vehículo en los próximos 3 meses,"Planea usted o algún miembro del hogar adquirir un inmueble (casa, departamento, pieza) en los próximos 3 meses","Usted o algún miembro del hogar tiene planes de endeudamiento en los próximos 3 meses (bancos, financieras, etc.)","Con relación al mes anterior, la situación económica del país es:",Usted considera que durante los próximos 3 meses la situación económica del país será:,"En los 3 meses anteriores, considera que la situación en Ecuador para encontrar/mejorar un puesto de trabajo es:",Considera usted que la situación en Ecuador para encontrar/mejorar un puesto de trabajo dentro de 3 meses será:,Género del jefe/a de hogar,Cónyuge,Hijo o Hija,Parientes,No parientes,Empleado(a) doméstico(a),Tipology,PARROQUIA_CODIGO,Número de mujeres en el hogar,Número de personas del hogar,Elección política,Votos proporcionales,random
22,10015290090200501102,100152900902005011, Rural, Mujer,69.0, Ninguno, Ninguno, Casado(a), Ninguno,Ninguno,Indígena, Ama de casa,nan,,Población Económicamente Inactiva,nan,nan,nan,210.0,NO POBRE,NO INDIGENTE,Propia y totalmente pagada, Peor, Peor, No, No, No, Peor, Peor, Peor, Peor,Hombre,1,0,0,1,0,Hogar tipo 11,100152,1,2,Blancos,2,3
23,10015290090200501102,100152900902005011, Rural, Mujer,69.0, Ninguno, Ninguno, Casado(a), Ninguno,Ninguno,Indígena, Ama de casa,nan,,Población Económicamente Inactiva,nan,nan,nan,210.0,NO POBRE,NO INDIGENTE,Propia y totalmente pagada, Peor, Peor, No, No, No, Peor, Peor, Peor, Peor,Hombre,1,0,0,1,0,Hogar tipo 11,100152,1,2,Nulos,2,6
24,10015290090200501101,100152900902005011, Rural, Hombre,76.0, Ninguno, Ninguno, Casado(a), Ninguno,Ninguno,Indígena,nan, Cuenta Propia,60.0,Otro empleo no pleno,220.0,Trabajad. calificados agropecuarios y pesqueros,"A. Agricultura, ganadería caza y silvicultura y pesca",210.0,NO POBRE,NO INDIGENTE,Propia y totalmente pagada, Peor, Peor, No, No, No, Peor, Peor, Peor, Peor,Hombre,1,0,0,1,0,Hogar tipo 11,100152,1,2,1030,3,5
25,10015290090200501101,100152900902005011, Rural, Hombre,76.0, Ninguno, Ninguno, Casado(a), Ninguno,Ninguno,Indígena,nan, Cuenta Propia,60.0,Otro empleo no pleno,220.0,Trabajad. calificados agropecuarios y pesqueros,"A. Agricultura, ganadería caza y silvicultura y pesca",210.0,NO POBRE,NO INDIGENTE,Propia y totalmente pagada, Peor, Peor, No, No, No, Peor, Peor, Peor, Peor,Hombre,1,0,0,1,0,Hogar tipo 11,100152,1,2,18,1,6
26,10015290090200501101,100152900902005011, Rural, Hombre,76.0, Ninguno, Ninguno, Casado(a), Ninguno,Ninguno,Indígena,nan, Cuenta Propia,60.0,Otro empleo no pleno,220.0,Trabajad. calificados agropecuarios y pesqueros,"A. Agricultura, ganadería caza y silvicultura y pesca",210.0,NO POBRE,NO INDIGENTE,Propia y totalmente pagada, Peor, Peor, No, No, No, Peor, Peor, Peor, Peor,Hombre,1,0,0,1,0,Hogar tipo 11,100152,1,2,2,2,12
27,10015290090200501101,100152900902005011, Rural, Hombre,76.0, Ninguno, Ninguno, Casado(a), Ninguno,Ninguno,Indígena,nan, Cuenta Propia,60.0,Otro empleo no pleno,220.0,Trabajad. calificados agropecuarios y pesqueros,"A. Agricultura, ganadería caza y silvicultura y pesca",210.0,NO POBRE,NO INDIGENTE,Propia y totalmente pagada, Peor, Peor, No, No, No, Peor, Peor, Peor, Peor,Hombre,1,0,0,1,0,Hogar tipo 11,100152,1,2,Ausentes,3,9
28,10015290090200501101,100152900902005011, Rural, Hombre,76.0, Ninguno, Ninguno, Casado(a), Ninguno,Ninguno,Indígena,nan, Cuenta Propia,60.0,Otro empleo no pleno,220.0,Trabajad. calificados agropecuarios y pesqueros,"A. Agricultura, ganadería caza y silvicultura y pesca",210.0,NO POBRE,NO INDIGENTE,Propia y totalmente pagada, Peor, Peor, No, No, No, Peor, Peor, Peor, Peor,Hombre,1,0,0,1,0,Hogar tipo 11,100152,1,2,Blancos,2,3
29,10015290090200501101,100152900902005011, Rural, Hombre,76.0, Ninguno, Ninguno, Casado(a), Ninguno,Ninguno,Indígena,nan, Cuenta Propia,60.0,Otro empleo no pleno,220.0,Trabajad. calificados agropecuarios y pesqueros,"A. Agricultura, ganadería caza y silvicultura y pesca",210.0,NO POBRE,NO INDIGENTE,Propia y totalmente pagada, Peor, Peor, No, No, No, Peor, Peor, Peor, Peor,Hombre,1,0,0,1,0,Hogar tipo 11,100152,1,2,Nulos,2,6
30,10015290090200502104,100152900902005021, Rural, Hombre,16.0, Ninguno, Ninguno, Soltero(a), Educación  Media,Educación Media/Bachillerato,Indígena, Estudiante,nan,,Población Económicamente Inactiva,nan,nan,nan,70.0,POBRE,NO INDIGENTE,Propia y totalmente pagada, Igual, Igual, No, No, No, Peor, Peor, Peor, Peor,Hombre,1,2,0,1,0,Hogar tipo 10,100152,2,4,1030,3,5
31,10015290090200502104,100152900902005021, Rural, Hombre,16.0, Ninguno, Ninguno, Soltero(a), Educación  Media,Educación Media/Bachillerato,Indígena, Estudiante,nan,,Población Económicamente Inactiva,nan,nan,nan,70.0,POBRE,NO INDIGENTE,Propia y totalmente pagada, Igual, Igual, No, No, No, Peor, Peor, Peor, Peor,Hombre,1,2,0,1,0,Hogar tipo 10,100152,2,4,18,1,6
32,10015290090200502104,100152900902005021, Rural, Hombre,16.0, Ninguno, Ninguno, Soltero(a), Educación  Media,Educación Media/Bachillerato,Indígena, Estudiante,nan,,Población Económicamente Inactiva,nan,nan,nan,70.0,POBRE,NO INDIGENTE,Propia y totalmente pagada, Igual, Igual, No, No, No, Peor, Peor, Peor, Peor,Hombre,1,2,0,1,0,Hogar tipo 10,100152,2,4,2,2,12
33,10015290090200502104,100152900902005021, Rural, Hombre,16.0, Ninguno, Ninguno, Soltero(a), Educación  Media,Educación Media/Bachillerato,Indígena, Estudiante,nan,,Población Económicamente Inactiva,nan,nan,nan,70.0,POBRE,NO INDIGENTE,Propia y totalmente pagada, Igual, Igual, No, No, No, Peor, Peor, Peor, Peor,Hombre,1,2,0,1,0,Hogar tipo 10,100152,2,4,Ausentes,3,9
34,10015290090200502104,100152900902005021, Rural, Hombre,16.0, Ninguno, Ninguno, Soltero(a), Educación  Media,Educación Media/Bachillerato,Indígena, Estudiante,nan,,Población Económicamente Inactiva,nan,nan,nan,70.0,POBRE,NO INDIGENTE,Propia y totalmente pagada, Igual, Igual, No, No, No, Peor, Peor, Peor, Peor,Hombre,1,2,0,1,0,Hogar tipo 10,100152,2,4,Blancos,2,3
35,10015290090200502104,100152900902005021, Rural, Hombre,16.0, Ninguno, Ninguno, Soltero(a), Educación  Media,Educación Media/Bachillerato,Indígena, Estudiante,nan,,Población Económicamente Inactiva,nan,nan,nan,70.0,POBRE,NO INDIGENTE,Propia y totalmente pagada, Igual, Igual, No, No, No, Peor, Peor, Peor, Peor,Hombre,1,2,0,1,0,Hogar tipo 10,100152,2,4,Nulos,2,6
36,10015790080100504102,100157900801005041, Rural, Hombre,43.0, Ninguno, Ninguno, Soltero(a), Primaria,Educación Básica,Mestizo, Incapacitado,nan,,Población Económicamente Inactiva,nan,nan,nan,70.0,POBRE,NO INDIGENTE,Propia y totalmente pagada, Igual, Igual, No, No, No, Peor, Peor, Peor, Peor,Mujer,0,1,0,0,0,Hogar tipo 5,100157,1,2,1030,4,18
37,10015790080100504102,100157900801005041, Rural, Hombre,43.0, Ninguno, Ninguno, Soltero(a), Primaria,Educación Básica,Mestizo, Incapacitado,nan,,Población Económicamente Inactiva,nan,nan,nan,70.0,POBRE,NO INDIGENTE,Propia y totalmente pagada, Igual, Igual, No, No, No, Peor, Peor, Peor, Peor,Mujer,0,1,0,0,0,Hogar tipo 5,100157,1,2,2,2,6
38,10015790080100504102,100157900801005041, Rural, Hombre,43.0, Ninguno, Ninguno, Soltero(a), Primaria,Educación Básica,Mestizo, Incapacitado,nan,,Población Económicamente Inactiva,nan,nan,nan,70.0,POBRE,NO INDIGENTE,Propia y totalmente pagada, Igual, Igual, No, No, No, Peor, Peor, Peor, Peor,Mujer,0,1,0,0,0,Hogar tipo 5,100157,1,2,29,1,6
39,10015790080100504102,100157900801005041, Rural, Hombre,43.0, Ninguno, Ninguno, Soltero(a), Primaria,Educación Básica,Mestizo, Incapacitado,nan,,Población Económicamente Inactiva,nan,nan,nan,70.0,POBRE,NO INDIGENTE,Propia y totalmente pagada, Igual, Igual, No, No, No, Peor, Peor, Peor, Peor,Mujer,0,1,0,0,0,Hogar tipo 5,100157,1,2,32,1,16
40,10015790080100504102,100157900801005041, Rural, Hombre,43.0, Ninguno, Ninguno, Soltero(a), Primaria,Educación Básica,Mestizo, Incapacitado,nan,,Población Económicamente Inactiva,nan,nan,nan,70.0,POBRE,NO INDIGENTE,Propia y totalmente pagada, Igual, Igual, No, No, No, Peor, Peor, Peor, Peor,Mujer,0,1,0,0,0,Hogar tipo 5,100157,1,2,42,2,15
41,10015790080100504102,100157900801005041, Rural, Hombre,43.0, Ninguno, Ninguno, Soltero(a), Primaria,Educación Básica,Mestizo, Incapacitado,nan,,Población Económicamente Inactiva,nan,nan,nan,70.0,POBRE,NO INDIGENTE,Propia y totalmente pagada, Igual, Igual, No, No, No, Peor, Peor, Peor, Peor,Mujer,0,1,0,0,0,Hogar tipo 5,100157,1,2,65,5,11
42,10015790080100504102,100157900801005041, Rural, Hombre,43.0, Ninguno, Ninguno, Soltero(a), Primaria,Educación Básica,Mestizo, Incapacitado,nan,,Población Económicamente Inactiva,nan,nan,nan,70.0,POBRE,NO INDIGENTE,Propia y totalmente pagada, Igual, Igual, No, No, No, Peor, Peor, Peor, Peor,Mujer,0,1,0,0,0,Hogar tipo 5,100157,1,2,78,1,4
43,10015790080100504102,100157900801005041, Rural, Hombre,43.0, Ninguno, Ninguno, Soltero(a), Primaria,Educación Básica,Mestizo, Incapacitado,nan,,Población Económicamente Inactiva,nan,nan,nan,70.0,POBRE,NO INDIGENTE,Propia y totalmente pagada, Igual, Igual, No, No, No, Peor, Peor, Peor, Peor,Mujer,0,1,0,0,0,Hogar tipo 5,100157,1,2,Ausentes,5,14
44,10015790080100504102,100157900801005041, Rural, Hombre,43.0, Ninguno, Ninguno, Soltero(a), Primaria,Educación Básica,Mestizo, Incapacitado,nan,,Población Económicamente Inactiva,nan,nan,nan,70.0,POBRE,NO INDIGENTE,Propia y totalmente pagada, Igual, Igual, No, No, No, Peor, Peor, Peor, Peor,Mujer,0,1,0,0,0,Hogar tipo 5,100157,1,2,Blancos,2,10
45,10015790080100504102,100157900801005041, Rural, Hombre,43.0, Ninguno, Ninguno, Soltero(a), Primaria,Educación Básica,Mestizo, Incapacitado,nan,,Población Económicamente Inactiva,nan,nan,nan,70.0,POBRE,NO INDIGENTE,Propia y totalmente pagada, Igual, Igual, No, No, No, Peor, Peor, Peor, Peor,Mujer,0,1,0,0,0,Hogar tipo 5,100157,1,2,Nulos,5,8
46,10015790080100504101,100157900801005041, Rural, Mujer,60.0, Ninguno, Ninguno, Separado(a), Primaria,Educación Básica,Mestizo,nan, Cuenta Propia,25.0,Otro empleo no pleno,40.0,Trabajad. calificados agropecuarios y pesqueros,"A. Agricultura, ganadería caza y silvicultura y pesca",70.0,POBRE,NO INDIGENTE,Propia y totalmente pagada, Igual, Igual, No, No, No, Peor, Peor, Peor, Peor,Mujer,0,1,0,0,0,Hogar tipo 5,100157,1,2,1030,4,18
47,10015790080100504101,100157900801005041, Rural, Mujer,60.0, Ninguno, Ninguno, Separado(a), Primaria,Educación Básica,Mestizo,nan, Cuenta Propia,25.0,Otro empleo no pleno,40.0,Trabajad. calificados agropecuarios y pesqueros,"A. Agricultura, ganadería caza y silvicultura y pesca",70.0,POBRE,NO INDIGENTE,Propia y totalmente pagada, Igual, Igual, No, No, No, Peor, Peor, Peor, Peor,Mujer,0,1,0,0,0,Hogar tipo 5,100157,1,2,2,2,6
48,10015790080100504101,100157900801005041, Rural, Mujer,60.0, Ninguno, Ninguno, Separado(a), Primaria,Educación Básica,Mestizo,nan, Cuenta Propia,25.0,Otro empleo no pleno,40.0,Trabajad. calificados agropecuarios y pesqueros,"A. Agricultura, ganadería caza y silvicultura y pesca",70.0,POBRE,NO INDIGENTE,Propia y totalmente pagada, Igual, Igual, No, No, No, Peor, Peor, Peor, Peor,Mujer,0,1,0,0,0,Hogar tipo 5,100157,1,2,29,1,6
49,10015790080100504101,100157900801005041, Rural, Mujer,60.0, Ninguno, Ninguno, Separado(a), Primaria,Educación Básica,Mestizo,nan, Cuenta Propia,25.0,Otro empleo no pleno,40.0,Trabajad. calificados agropecuarios y pesqueros,"A. Agricultura, ganadería caza y silvicultura y pesca",70.0,POBRE,NO INDIGENTE,Propia y totalmente pagada, Igual, Igual, No, No, No, Peor, Peor, Peor, Peor,Mujer,0,1,0,0,0,Hogar tipo 5,100157,1,2,32,1,16
50,10015790080100504101,100157900801005041, Rural, Mujer,60.0, Ninguno, Ninguno, Separado(a), Primaria,Educación Básica,Mestizo,nan, Cuenta Propia,25.0,Otro empleo no pleno,40.0,Trabajad. calificados agropecuarios y pesqueros,"A. Agricultura, ganadería caza y silvicultura y pesca",70.0,POBRE,NO INDIGENTE,Propia y totalmente pagada, Igual, Igual, No, No, No, Peor, Peor, Peor, Peor,Mujer,0,1,0,0,0,Hogar tipo 5,100157,1,2,42,2,15
51,10015790080100504101,100157900801005041, Rural, Mujer,60.0, Ninguno, Ninguno, Separado(a), Primaria,Educación Básica,Mestizo,nan, Cuenta Propia,25.0,Otro empleo no pleno,40.0,Trabajad. calificados agropecuarios y pesqueros,"A. Agricultura, ganadería caza y silvicultura y pesca",70.0,POBRE,NO INDIGENTE,Propia y totalmente pagada, Igual, Igual, No, No, No, Peor, Peor, Peor, Peor,Mujer,0,1,0,0,0,Hogar tipo 5,100157,1,2,65,5,11
52,10015790080100504101,100157900801005041, Rural, Mujer,60.0, Ninguno, Ninguno, Separado(a), Primaria,Educación Básica,Mestizo,nan, Cuenta Propia,25.0,Otro empleo no pleno,40.0,Trabajad. calificados agropecuarios y pesqueros,"A. Agricultura, ganadería caza y silvicultura y pesca",70.0,POBRE,NO INDIGENTE,Propia y totalmente pagada, Igual, Igual, No, No, No, Peor, Peor, Peor, Peor,Mujer,0,1,0,0,0,Hogar tipo 5,100157,1,2,78,1,4
53,10015790080100504101,100157900801005041, Rural, Mujer,60.0, Ninguno, Ninguno, Separado(a), Primaria,Educación Básica,Mestizo,nan, Cuenta Propia,25.0,Otro empleo no pleno,40.0,Trabajad. calificados agropecuarios y pesqueros,"A. Agricultura, ganadería caza y silvicultura y pesca",70.0,POBRE,NO INDIGENTE,Propia y totalmente pagada, Igual, Igual, No, No, No, Peor, Peor, Peor, Peor,Mujer,0,1,0,0,0,Hogar tipo 5,100157,1,2,Ausentes,5,14
54,10015790080100504101,100157900801005041, Rural, Mujer,60.0, Ninguno, Ninguno, Separado(a), Primaria,Educación Básica,Mestizo,nan, Cuenta Propia,25.0,Otro empleo no pleno,40.0,Trabajad. calificados agropecuarios y pesqueros,"A. Agricultura, ganadería caza y silvicultura y pesca",70.0,POBRE,NO INDIGENTE,Propia y totalmente pagada, Igual, Igual, No, No, No, Peor, Peor, Peor, Peor,Mujer,0,1,0,0,0,Hogar tipo 5,100157,1,2,Blancos,2,10
55,10015790080100504101,100157900801005041, Rural, Mujer,60.0, Ninguno, Ninguno, Separado(a), Primaria,Educación Básica,Mestizo,nan, Cuenta Propia,25.0,Otro empleo no pleno,40.0,Trabajad. calificados agropecuarios y pesqueros,"A. Agricultura, ganadería caza y silvicultura y pesca",70.0,POBRE,NO INDIGENTE,Propia y totalmente pagada, Igual, Igual, No, No, No, Peor, Peor, Peor, Peor,Mujer,0,1,0,0,0,Hogar tipo 5,100157,1,2,Nulos,5,8
56,10015790060100902101,100157900601009021, Rural, Hombre,55.0," IESS, seguro general", Ninguno, Casado(a), Secundaria,Educación Básica,Afroecuatoriano,nan, Empleado(a) Doméstico(a),16.0,Empleo Adecuado/Pleno,540.0,Trabajad. calificados agropecuarios y pesqueros,T  Actividades en hogares privados con servicio doméstico,416.0,NO POBRE,NO INDIGENTE,Recibida por servicios, Igual, Igual, No, No, No, Igual, Igual, Igual, Igual,Hombre,1,3,0,1,0,Hogar tipo 10,100157,3,5,1030,4,18
57,10015790060100902101,100157900601009021, Rural, Hombre,55.0," IESS, seguro general", Ninguno, Casado(a), Secundaria,Educación Básica,Afroecuatoriano,nan, Empleado(a) Doméstico(a),16.0,Empleo Adecuado/Pleno,540.0,Trabajad. calificados agropecuarios y pesqueros,T  Actividades en hogares privados con servicio doméstico,416.0,NO POBRE,NO INDIGENTE,Recibida por servicios, Igual, Igual, No, No, No, Igual, Igual, Igual, Igual,Hombre,1,3,0,1,0,Hogar tipo 10,100157,3,5,2,2,6
